Data, Hora, Municipio, Nro da Ocorrencia, Tipo de Via, Tipo Logradouro, Logradouro, KM, Natureza Ocorrencia, Tipo Ocorrencia, Historico, Teor Alcoolico, Falecimento Posterior, Ocorrencia Falecimento, Motorista Embriagado, Pedestre Embriagado, Veiculo Fugou, Motorista sem CNH
"13/02/2014","08:04","São Gabriel","790","Federal","Rodovia","BR 290","455","Colisão","Outros Crimes","","0","","","N","N","N","NÃO INF."
"16/03/2014","07:00","Pelotas","7901","Municipal","Avenida","FERNANDO OSORIO","20","Choque Com Objeto Fixo","Falecimento","","","","7901","NÃO INF.","N","N","NÃO INF."
"11/04/2014","02:30","Rio Grande","7906","Municipal","Avenida","PORTUGAL","352","Choque Com Objeto Fixo","Lesão De Trânsito","","","11/04/2014","","NÃO INF.","N","N","S"
"26/03/2014","11:45","Canguçu","792 / 669818","Municipal","Rua","NEUZA PAES DO AMARAL","160","Atropelamento","Lesão De Trânsito","","","28/03/2014","9192","NÃO INF.","N","N","NÃO INF."
"24/01/2014","15:00","Três de Maio","793927","Municipal","Avenida","SENADOR ALBERTO PASQUALINI","462","Colisão Lateral","Lesão De Trânsito","","","25/01/2014","648","NÃO INF.","N","N","N"
"01/01/2014","03:40","Imbé","8","Municipal","Avenida","PARAGUASSU","","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","S","NÃO INF."
"11/01/2014","16:50","Taquaruçu do Sul","8","Estadual","Rodovia","RS 472","5","Colisão Lateral","Homicídio De Trânsito","","","11/01/2014","","NÃO INF.","N","N","S"
"04/03/2014","23:30","Caxias do Sul","8034","Federal","Rodovia","BR 453","149,3","Colisão","Homicídio De Trânsito","","","05/03/2014","8101","NÃO INF.","N","N","NÃO INF."
"28/04/2014","05:00","Passo Fundo","8051","Estadual","Rodovia","RS 135","4","Colisão","Homicídio De Trânsito","","0","","","N","N","NÃO INF.","NÃO INF."
"05/03/2014","00:00","Caxias do Sul","8065","Municipal","Rua","GENERAL MALETT","385","Colisão","Lesão De Trânsito","","","05/03/2014","8114","NÃO INF.","N","N","S"
"31/01/2014","17:15","Farroupilha","808","Estadual","Rodovia","RS 122","63","Colisão","Homicídio De Trânsito","","0","31/01/2014","","N","NÃO INF.","N","N"
"15/04/2014","20:20","Rio Grande","8237","Federal","Rodovia","BR 392","0,5","Outro","Homicídio Culposo","","","","","NÃO INF.","N","N","NÃO INF."
"15/04/2014","20:30","Rio Grande","8238","Estadual","Rodovia","RS 734","6","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"08/03/2014","17:00","Santa Vitória do Palmar","825","Estadual","Rodovia","RS 333","3","Colisão","Outros Crimes","","","08/03/2014","","NÃO INF.","N","NÃO INF.","NÃO INF."
"22/02/2014","19:10","Palmeira das Missões","828","Federal","Rodovia","BR 158","114","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"01/02/2014","22:00","Barros Cassal","83","Municipal","Estrada","LINHA CECCON","","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","N","N","S"
"18/03/2014","16:20","Santa Maria","8353","Municipal","Avenida","NOSSA SENHORA MEDIANEIRA","648","Colisão Lateral","Homicídio De Trânsito","","","18/03/2014","","NÃO INF.","N","N","NÃO INF."
"05/01/2014","03:45","Farroupilha","84","Estadual","Rodovia","RS 453","110","Choque Com Objeto Fixo","Lesão De Trânsito","","","08/01/2014","735","NÃO INF.","N","N","NÃO INF."
"21/03/2014","19:10","Capão do Leão","8420","Federal","Rodovia","BR 116","534","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"27/01/2014","18:15","Cachoeira do Sul","844","Federal","Rodovia","BR 153","373,4","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"11/01/2014","17:50","Tapejara","85","Estadual","Rodovia","RS 472","","Colisão","Homicídio De Trânsito","","0","11/01/2014","","N","N","N","N"
"17/03/2014","15:30","Panambi","852","Federal","Rodovia","BR 285","425,9","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"05/04/2014","05:00","Veranópolis","853","Estadual","Rodovia","RS 470","175","Colisão","Homicídio De Trânsito","","0","","","N","N","N","N"
"20/04/2014","20:00","Rio Grande","8587","","","","","Não Informado","Falecimento","","","21/04/2014","8587","NÃO INF.","NÃO INF.","NÃO INF.","NÃO INF."
"09/03/2014","11:00","Caxias do Sul","8591","Municipal","Estrada","JACOB BASSO","","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"02/02/2014","20:30","Victor Graeff","863","Estadual","Rodovia","RS 153","36","Capotagem","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"12/04/2014","21:20","Novo Hamburgo","8634","Municipal","Avenida","VICTOR HUGO KUNTZ","2615","Colisão Lateral","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"17/02/2014","17:50","Soledade","865","Municipal","Rua","CORONEL FALKEMBACH","1848","Atropelamento","Homicídio Culposo","","","17/02/2014","","NÃO INF.","N","N","NÃO INF."
"04/03/2014","20:30","Cerrito","865949","Municipal","Estrada","LINHA VILA FREIRE","20","Atropelamento","Lesão De Trânsito","","","06/03/2014","7006","NÃO INF.","NÃO INF.","N","S"
"05/01/2014","23:00","Alvorada","87","Municipal","Rua","ITAIMBE","1340","Atropelamento","Homicídio Doloso Na Direção De Veículo Automotor","","0,8","","","S","NÃO INF.","S","N"
"16/03/2014","18:30","Vila Nova do Sul","87","Federal","Rodovia","BR 290","364,5","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"15/04/2014","16:25","Candelária","884","Municipal","Rua","BENJAMIN CONSTANT","1116","Colisão","Lesão De Trânsito","","","15/04/2014","876","NÃO INF.","N","N","NÃO INF."
"27/02/2014","14:00","Palmeira das Missões","888","Federal","Rodovia","BR 158","","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"06/02/2014","04:16","Porto Alegre","891","Federal","Rodovia","BR 448","22","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","N","S","NÃO INF."
"27/02/2014","18:10","Marau","893","Municipal","Rua","FRANCISCO BALARDIN","964","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"25/04/2014","18:50","Rio Grande","8996","Municipal","Rua","LUIZ LOREA","","Atropelamento","Homicídio De Trânsito","","","25/04/2014","","NÃO INF.","N","NÃO INF.","NÃO INF."
"25/03/2014","19:30","Cacique Doble","90","Estadual","Rodovia","RS 343","47","Colisão Lateral","Homicídio De Trânsito","","0","","","N","N","N","NÃO INF."
"26/04/2014","06:40","Rio Grande","9006","Federal","Rodovia","BR 392","5,2","Colisão Lateral","Homicídio De Trânsito","","0","","","N","N","NÃO INF.","NÃO INF."
"17/03/2014","10:00","Bom Progresso","906","Federal","Rodovia","BR 468","87,6","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"13/01/2014","20:50","São Leopoldo","914","Federal","Rodovia","BR 116","243","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","N"
"23/03/2014","20:45","Santa Maria","9163","Federal","Rodovia","BR 287","259","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","S","NÃO INF."
"06/04/2014","13:40","Canoas","9174","Municipal","Avenida","GUILHERME SCHELL","1020","Choque Com Objeto Fixo","Outros Acidentes","","","","","NÃO INF.","N","N","NÃO INF."
"01/02/2014","12:30","Cachoeirinha","918","Municipal","Rua","FIGUEIRA","69","Colisão","Homicídio De Trânsito","","0","01/02/2014","","N","N","N","N"
"07/04/2014","14:12","Canoas","9257","Federal","Rodovia","BR 116","264","Atropelamento","Lesão De Trânsito","","","07/05/2014","6127","NÃO INF.","N","N","NÃO INF."
"30/04/2014","13:00","Dois Irmãos","927","Federal","Rodovia","BR 116","222,9","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"20/02/2014","13:10","Cristal","93","Federal","Rodovia","BR 116","442,8","Colisão","Homicídio Culposo","","","","","NÃO INF.","N","N","NÃO INF."
"29/03/2014","21:00","Jaguarão","9317","Municipal","Rua","","","Tombamento","Falecimento","","","30/03/2014","9317","NÃO INF.","N","N","NÃO INF."
"09/04/2014","04:40","Nova Santa Rita","9411","Federal","Rodovia","BR 386","433","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"26/01/2014","10:50","Cacequi","95","Estadual","Rodovia","RS 640","28","Choque Com Objeto Fixo","Outros Acidentes","","","","","NÃO INF.","N","N","S"
"08/02/2014","18:30","Porto Alegre","954","Municipal","Avenida","GOETHE","2","Colisão Lateral","Homicídio De Trânsito","","0","","","N","N","N","N"
"08/02/2014","23:50","Porto Alegre","957","Municipal","Avenida","ASSIS BRASIL","11000","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","N"
"27/02/2014","12:45","Venâncio Aires","959","Municipal","Rua","OSVALDO ARANHA","1589","Colisão","Homicídio De Trânsito","","","27/02/2014","","NÃO INF.","N","N","NÃO INF."
"02/02/2014","05:00","Porto Xavier","96","Federal","Rodovia","BR 392","712","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"29/03/2014","10:30","São Jerônimo","960","Estadual","Rodovia","RS 401","","Colisão","Lesão Corporal Seguida De Morte","","","","","NÃO INF.","N","N","NÃO INF."
"21/04/2014","19:30","Canguçu","960","Estadual","Rodovia","RS 265","112","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","NÃO INF.","NÃO INF."
"02/04/2014","22:15","Pelotas","9605","Municipal","Avenida","DOMINGOS JOSE DE ALMEIDA","2969","Atropelamento","Lesão De Trânsito","","","18/04/2014","10938","NÃO INF.","S","N","NÃO INF."
"09/02/2014","03:30","Nova Hartz","962","Municipal","Rua","AJURICABA","37","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"26/01/2014","17:57","Esteio","963","Municipal","Avenida","LINDOLFO COLLOR","223","Colisão Lateral","Lesão De Trânsito","","","28/01/2014","1019","NÃO INF.","N","N","N"
"09/02/2014","10:00","Parobé","968","Municipal","Estrada","BEIRA RIO","","Tombamento","Homicídio De Trânsito","","","","","NÃO INF.","N","N","S"
"22/04/2014","07:45","Canguçu","968","Municipal","Estrada","LINHA PASSO DO VALADAO","","Colisão","Fuga Do Local De Acidente","","","03/05/2014","12422","NÃO INF.","N","S","NÃO INF."
"27/02/2014","22:00","Mato Leitão","974","Municipal","Estrada","LINHA DUQUE DE CAXIAS","","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"31/01/2014","16:00","Cachoeira do Sul","976","Federal","Rodovia","BR 290","251","Atropelamento","Homicídio De Trânsito","","0","","","N","NÃO INF.","N","N"
"30/03/2014","17:30","Barão do Triunfo","976","Municipal","Rua","","","Não Informado","Homicídio Culposo","","","30/03/2014","","NÃO INF.","N","N","NÃO INF."
"04/03/2014","18:20","Santo Antônio da Patrulha","980","Federal","Rodovia","BR 290","29,1","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"10/04/2014","18:45","Canoas","9863","Municipal","Rua","BERTO CIRIO","1088","Colisão","Outros Acidentes","","","10/04/2014","","NÃO INF.","N","N","NÃO INF."
"05/04/2014","23:35","Turuçu","9900","Federal","Rodovia","BR 116","481,5","Colisão Lateral","Homicídio De Trânsito","","0,27","","","S","N","N","NÃO INF."
"05/02/2014","23:45","Santo Antônio da Patrulha","995","Federal","Rodovia","BR 386","186,6","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"28/03/2014","21:00","Pelotas","9962","Federal","Rodovia","BR 392","191","Tombamento","Falecimento","","","06/04/2014","9962","NÃO INF.","N","N","N"
"10/02/2014","22:00","Alvorada","999","Municipal","Rua","COLIBRIS","544","Colisão","Homicídio Culposo","","","10/02/2014","","NÃO INF.","N","N","N"
"01/01/2014","11:00","São Francisco de Paula","10","Estadual","Rodovia","RS 453","190","Capotagem","Lesão De Trânsito","","","","","NÃO INF.","N","N","N"
"07/04/2014","12:08","Pelotas","10064","Federal","Rodovia","BR 116","524,7","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"07/04/2014","16:45","Arroio Grande","10088","Municipal","Rua","SALVADOR SOARES","","Tombamento","Falecimento","","","07/04/2014","10088","N","N","N","N"
"25/03/2014","09:05","Estrela","1020","Federal","Rodovia","BR 386","359,8","Outro","Homicídio De Trânsito","","","25/03/2014","","NÃO INF.","N","N","NÃO INF."
"01/02/2014","18:00","Chuvisca","1025","Estadual","Rodovia","RS 350","60","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","N","N","S"
"19/04/2014","11:50","Rolante","103115","Municipal","Rua","CONCEICAO","1751","Colisão Lateral","Lesão De Trânsito","","","22/04/2014","10892","NÃO INF.","N","NÃO INF.","NÃO INF."
"13/04/2014","04:55","Triunfo","1032","Estadual","Rodovia","RS 470","","Capotagem","Homicídio De Trânsito","","","14/04/2014","","NÃO INF.","N","N","NÃO INF."
"24/01/2014","12:10","Canudos do Vale","1033","Municipal","Rua","JOSE PAULO KOBER","","Colisão Lateral","Homicídio De Trânsito","","","25/01/2014","","NÃO INF.","N","N","NÃO INF."
"22/01/2014","21:30","Bagé","1042","Municipal","Estrada","LINHA CORREDOR DO BOTICA","","Colisão Lateral","Homicídio Culposo","","","24/01/2014","","NÃO INF.","N","N","NÃO INF."
"25/01/2014","18:50","Estrela","1043","Federal","Rodovia","BR 386","349","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"16/02/2014","13:00","Osório","1045","Federal","Rodovia","BR 290","6,6","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"19/04/2014","00:45","Encantado","1045","Estadual","Rodovia","RS 129","81","Colisão","Homicídio De Trânsito","","","19/04/2014","","NÃO INF.","N","S","NÃO INF."
"31/01/2014","22:50","Campo Bom","1066","Estadual","Rodovia","RS 239","","Atropelamento","Homicídio De Trânsito","","","31/01/2014","","NÃO INF.","NÃO INF.","S","NÃO INF."
"24/01/2014","16:00","Uruguaiana","1072","Municipal","Rua","SERGIO DE OLIVEIRA","1352","Colisão Lateral","Homicídio De Trânsito","","0","24/01/2014","","N","N","N","N"
"21/04/2014","HH:MM","Portão","10749","","","","","Não Informado","Falecimento","","","21/04/2014","10749","NÃO INF.","NÃO INF.","NÃO INF.","NÃO INF."
"01/02/2014","22:30","Ijuí","1075","Estadual","Rodovia","RS 514","82","Colisão","Homicídio De Trânsito","","","01/02/2014","","NÃO INF.","N","N","N"
"16/04/2014","19:00","Pelotas","10833","Municipal","Rua","ENGENHEIRO SATURNINO DE BRITTO","434","Atropelamento","Lesão De Trânsito","","","21/04/2014","11162","NÃO INF.","NÃO INF.","N","NÃO INF."
"17/04/2014","15:20","Pelotas","10893","Municipal","Avenida","JUSCELINO KUBITSCHEK DE OLIVEIRA","3727","Colisão","Homicídio De Trânsito","","","17/04/2014","","N","N","N","NÃO INF."
"31/03/2014","20:30","São Sebastião do Caí","1094","Estadual","Rodovia","RS 122","6","Atropelamento","Homicídio De Trânsito","","","31/03/2014","","N","NÃO INF.","N","NÃO INF."
"26/02/2014","06:00","São Luiz Gonzaga","1097","Federal","Rodovia","BR 285","565","Colisão","Homicídio Culposo","","0","","","N","N","N","NÃO INF."
"26/03/2014","07:47","Caxias do Sul","10995","Municipal","Rua","LUIZ MICHELON","","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"06/04/2014","02:30","Ilópolis","110","Estadual","Rodovia","RS 435","7","Capotagem","Homicídio De Trânsito","","","06/04/2014","","NÃO INF.","N","N","NÃO INF."
"08/04/2014","15:50","Rio Pardo","1103","Municipal","Estrada","JOAO RODRIGUES","","Atropelamento","Lesão De Trânsito","","","26/04/2014","9920","NÃO INF.","NÃO INF.","NÃO INF.","NÃO INF."
"12/04/2014","19:10","Santa Maria","11039","Estadual","Rodovia","RS 287","229","Colisão","Homicídio De Trânsito","","","12/04/2014","","NÃO INF.","N","S","NÃO INF."
"08/02/2014","16:00","Cachoeirinha","1110","Estadual","Rodovia","RS 118","","Colisão","Homicídio De Trânsito","","0","08/02/2014","","N","N","N","N"
"15/03/2014","08:30","Palmeira das Missões","1111","Estadual","Rodovia","RS 569","5","Capotagem","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"18/02/2014","08:00","Campo Bom","1115","Municipal","Avenida","DOS MUNICIPIOS","6540","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"06/04/2014","HH:MM","Pelotas","11158","Municipal","","","","Tombamento","Falecimento","","","20/04/2014","11158","NÃO INF.","N","N","N"
"14/02/2014","14:45","Porto Alegre","1116","Municipal","Avenida","MANOEL ELIAS","","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"21/04/2014","HH:MM","Pelotas","11186","","","","","Atropelamento","Falecimento","","","21/04/2014","11186","NÃO INF.","NÃO INF.","NÃO INF.","NÃO INF."
"31/03/2014","16:35","Santa Vitória do Palmar","1126","Federal","Rodovia","BR 471","620","Colisão Lateral","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"24/02/2014","19:20","Passo do Sobrado","113","Estadual","Rodovia","RS 405","18","Colisão","Homicídio Culposo","","0","","","N","NÃO INF.","N","NÃO INF."
"22/04/2014","11:58","São Lourenço do Sul","1137","Federal","Rodovia","BR 116","454,6","Atropelamento","Lesão De Trânsito","","","22/04/2014","1143","NÃO INF.","NÃO INF.","NÃO INF.","NÃO INF."
"28/03/2014","10:30","Caxias do Sul","11385","Municipal","Estrada","LINHA SAO JORGE MULADA","","Tombamento","Homicídio Culposo","","","","","NÃO INF.","N","N","NÃO INF."
"04/03/2014","17:00","Venâncio Aires","1142","Municipal","Rua","EMILIO MICHEL","","Colisão","Homicídio De Trânsito","","","06/03/2014","1056","NÃO INF.","N","N","NÃO INF."
"15/02/2014","15:20","Taquara","1148","Estadual","Rodovia","RS 020","73","Colisão Lateral","Homicídio Culposo","","","","","NÃO INF.","N","N","NÃO INF."
"20/04/2014","17:20","Santa Maria","11497","Federal","Rodovia","BR 392","349","Colisão","Homicídio Doloso","","","","","S","N","N","S"
"20/02/2014","21:00","Passo do Sobrado","115","Municipal","Estrada","LINHA CAMPO DO SOBRADO","","Capotagem","Homicídio Culposo","","","24/02/2014","907","NÃO INF.","N","N","NÃO INF."
"03/04/2014","11:30","Igrejinha","1150","Municipal","Rua","TEOBALDO FLECK","326","Colisão","Homicídio De Trânsito","","","03/04/2014","","NÃO INF.","N","N","NÃO INF."
"09/01/2014","16:35","Triunfo","117","Federal","Rodovia","BR 386","411","Colisão","Lesão Corporal Seguida De Morte","","","09/01/2014","733","NÃO INF.","N","N","N"
